Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY201,500,0.452,349.072,500
SY201,525,0.502,146.459,525
SY201,550,0.462,143.833,550
SY201,575,0.859,100.802,575
SY201,600,0.433,112.29,600
SY201,625,0.356,108.107,625
SY201,650,0.37,111.703,650
SY201,675,0.45,115.975,675
SY201,700,0.941,86.585,700
SY201,725,0.953,86.167,725
SY201,750,0.6,67.328,750
SY201,775,0.47,108.417,775
SY201,800,0.467,106.226,800
SY201,825,1.066,85.287,825
SY201,850,1.065,90.052,850
SY201,875,1.165,86.437,875
SY201,900,0.864,77.771,900
SY201,925,0.89,78.733,925
SY201,950,0.852,81.183,950
SY201,975,0.744,107.682,975
SY201,1000,1.227,110.433,1000
SY201,1025,1.117,109.875,1024.995
SY201,1050,1.145,110.048,1049.99
SY201,1075,1.209,89.98,1074.984
SY201,1100,1.072,89.372,1099.98
SY201,1125,1.076,88.366,1124.975
SY201,1150,1.11,86.61,1149.971
SY201,1175,1.074,86.637,1174.966
SY201,1200,1.093,86.104,1199.963
SY201,1225,1.037,82.821,1224.96
SY201,1250,1.039,80.78,1249.957
SY201,1275,1.037,79.038,1274.952
SY201,1300,1.011,80.728,1299.946
SY201,1325,1.111,90.257,1324.94
SY201,1350,1.16,93.634,1349.933
SY201,1375,1.032,82.726,1374.927
SY201,1400,0.819,72.932,1399.923
SY201,1425,0.502,110.268,1424.923
SY201,1450,0.672,109.038,1449.923
SY201,1475,0.366,74.704,1474.923
SY201,1500,0.338,81.724,1499.923
SY201,1525,0.325,101.213,1524.923
SY201,1550,0.293,119.387,1549.923
SY201,1575,0.269,124.633,1574.923
SY201,1600,0.262,139.898,1599.923
SY201,1625,0.38,154.419,1624.923
SY201,1650,0.417,139.067,1649.923
SY201,1675,0.549,141.86,1674.923
SY201,1700,0.626,138.274,1699.923
SY201,1725,1.012,123.047,1724.923
SY201,1750,0.95,130.476,1749.923
SY201,1775,0.683,130.912,1774.923
SY201,1800,0.587,138.316,1799.923
SY201,1825,0.495,149.025,1824.923
SY201,1850,0.516,156.431,1849.923
SY201,1875,0.435,119.399,1874.923
SY201,1900,0.585,126.681,1899.923
SY201,1925,0.59,130.589,1924.923
SY201,1950,0.551,162.551,1949.923
SY201,1975,0.493,206.75,1974.923
SY201,2000,0.555,233.106,1999.923
SY201,2025,0.552,217.95,2024.923
SY201,2050,0.625,223.684,2049.923
SY201,2075,0.585,216.345,2074.923
SY201,2100,0.554,226.762,2099.923
SY201,2125,0.488,212.842,2124.923
SY201,2150,0.911,208.902,2149.923
SY201,2175,0.908,193.543,2174.923
SY201,2200,1.241,182.552,2199.923
SY201,2225,1.275,164.806,2224.923
SY201,2250,0.987,145.279,2249.923
SY201,2275,1.012,149.011,2274.923
SY201,2300,0.837,165.457,2299.923
SY201,2325,1.218,176.378,2324.923
SY201,2350,1.177,173.848,2349.923
SY201,2375,1.265,173.905,2374.923
SY201,2400,1.107,155.508,2399.923
SY201,2425,1.018,155.171,2424.923
SY201,2450,0.853,151.607,2449.923
SY201,2475,0.761,155.476,2474.923
SY201,2500,0.692,185.663,2499.923
SY201,2525,1.122,176.387,2524.923
SY201,2550,1.138,165.192,2549.923
SY201,2575,1.079,186.509,2574.923
SY201,2600,1.022,194.159,2599.923
SY201,2625,0.416,200.565,2624.923
SY201,2650,0.46,215.382,2649.923
SY201,2675,0.986,235.233,2674.923
SY201,2700,0.491,232.842,2699.923
SY201,2725,0.691,187.042,2724.923
SY201,2750,0.952,225.454,2749.923
SY201,2775,0.87,217.341,2774.923
SY201,2800,1.412,237.893,2799.923
SY201,2825,1.44,222.878,2824.923
SY201,2850,1.819,246.167,2849.922
SY201,2875,1.966,244.153,2874.897
SY201,2900,1.417,248.484,2899.889
SY201,2925,1.562,235.51,2924.889
SY201,2950,1.325,247.973,2949.889
SY201,2975,1.082,222.328,2974.889
SY201,3000,1.152,222.847,2999.889
SY201,3025,0.657,227.684,3024.889
SY201,3050,0.991,224.373,3049.889
SY201,3075,0.716,194.298,3074.889
SY201,3100,0.907,202.297,3099.889
SY201,3125,0.652,194.738,3124.889
SY201,3150,0.923,229.362,3149.889
SY201,3175,0.688,239.756,3174.889
SY201,3200,0.613,244.123,3199.889
SY201,3225,0.767,219.798,3224.889
SY201,3250,0.384,181.72,3249.889
SY201,3275,0.498,230.871,3274.889
SY201,3300,0.641,171.912,3299.889
SY201,3325,0.441,146.598,3324.889
SY201,3350,0.355,127.642,3349.889
SY201,3375,0.241,115.287,3374.889
SY201,3400,0.443,206.327,3399.889
SY201,3425,0.42,132.822,3424.889
SY201,3450,0.143,67.35,3449.889
SY201,3475,0.309,214.628,3474.889
SY201,3500,0.452,186.956,3499.889
SY201,3525,0.206,87.62,3524.889
SY201,3550,0.46,173.06,3549.889
SY201,3575,0.408,93.864,3574.889
SY201,3600,0.409,61.501,3599.889
SY201,3625,0.476,14.902,3624.889
SY201,3650,0.225,326.749,3649.889
SY201,3675,0.27,272.935,3674.889
SY201,3700,0.544,244.2,3699.889
SY201,3725,0.845,227.61,3724.889
SY201,3750,1.002,211.729,3749.889
SY201,3775,0.916,193.592,3774.889
SY201,3800,0.744,171.423,3799.889
SY201,3825,0.646,157.536,3824.889
SY201,3850,0.537,149.829,3849.889
SY201,3875,0.711,162.713,3874.889
SY201,3900,0.348,128.951,3899.889
SY201,3925,0.708,165.813,3924.889
SY201,3950,0.566,130.402,3949.889
SY201,3975,0.318,128.681,3974.889
SY201,4000,0.353,136.484,3999.889
SY201,4025,0.49,117.446,4024.889
SY201,4050,0.567,91.45,4049.889
SY201,4075,0.778,90.408,4074.889
SY201,4100,0.9,95.917,4099.89
SY201,4125,0.549,86.277,4124.89
SY201,4150,0.445,85.554,4149.89
SY201,4175,0.233,101.948,4174.89
SY201,4200,0.585,141.134,4199.89
SY201,4225,0.885,85.947,4224.89
SY201,4250,0.839,53.32,4249.89
SY201,4275,0.394,42.141,4274.89
SY201,4300,0.713,26.208,4299.89
SY201,4325,0.523,339.47,4324.89
SY201,4350,0.8,338.201,4349.89
SY201,4375,0.51,339.159,4374.89
SY201,4400,1.031,348.944,4399.89
SY201,4425,1.248,353.137,4424.89
SY201,4450,1.23,352.36,4449.89
SY201,4475,1.834,345.341,4474.89
SY201,4500,1.794,340.749,4499.89
SY201,4525,1.326,342.163,4524.89
SY201,4550,1.094,326.823,4549.89
SY201,4575,0.897,326.68,4574.89
SY201,4600,1.144,319.454,4599.89
SY201,4625,0.977,329.664,4624.89
SY201,4650,0.498,350.898,4649.89
SY201,4667,0.578,4.45849,4666.89
