Well name,"MD
(m)","Incl
(°)","Azim Grid
(°)","TVD
(m)"
SY102,0,0,0,0
SY102,25,0,90,25
SY102,50,0,90,50
SY102,75,0,90,75
SY102,100,0,90,100
SY102,125,0,90,125
SY102,150,0,90,150
SY102,175,0,90,175
SY102,200,0,90,200
SY102,225,0,90,225
SY102,250,0,90,250
SY102,275,0,90,275
SY102,300,0,90,300
SY102,325,0,90,325
SY102,350,0,90,350
SY102,375,0,90,375
SY102,400,0.149,102.841,400
SY102,425,0.05,232.106,424.999
SY102,450,0.745,351.816,449.996
SY102,475,0.889,357.377,474.993
SY102,500,0.371,231.419,499.99
SY102,525,1.078,110.922,524.985
SY102,550,1.235,112.055,549.98
SY102,575,1.405,112.069,574.972
SY102,600,1.602,112.219,599.962
SY102,625,1.832,112.238,624.949
SY102,650,2.114,112.357,649.932
SY102,675,2.463,112.778,674.909
SY102,700,2.862,113.267,699.878
SY102,725,3.296,113.753,724.837
SY102,750,3.777,114.44,749.782
SY102,775,4.243,114.964,774.714
SY102,800,4.658,115.37,799.631
SY102,825,5.088,115.673,824.532
SY102,850,5.61,115.736,849.413
SY102,875,6.089,115.875,874.271
SY102,900,6.439,115.781,899.114
SY102,925,6.595,115.248,923.948
SY102,950,6.615,114.626,948.782
SY102,975,6.683,114.393,973.612
SY102,1000,6.724,114.224,998.44
SY102,1025,6.71,113.352,1023.269
SY102,1050,6.67,112.386,1048.1
SY102,1075,6.661,112.1,1072.931
SY102,1100,6.681,111.893,1097.761
SY102,1125,6.819,111.645,1122.584
SY102,1150,7.128,111.548,1147.391
SY102,1175,7.384,111.515,1172.184
SY102,1200,7.343,111.834,1196.979
SY102,1225,6.866,112.299,1221.799
SY102,1250,5.787,110.349,1246.671
SY102,1275,4.784,106.343,1271.584
SY102,1300,4.325,104.216,1296.512
SY102,1325,3.763,102.831,1321.458
SY102,1350,3.187,101.208,1346.42
SY102,1375,2.614,102.709,1371.394
SY102,1400,2.067,104.675,1396.377
SY102,1425,1.747,104.546,1421.365
SY102,1450,1.595,103.774,1446.356
SY102,1475,1.597,101.605,1471.346
SY102,1500,1.554,100.424,1496.337
SY102,1525,1.433,100.008,1521.329
SY102,1550,1.246,93.509,1546.323
SY102,1575,1.064,88.171,1571.319
SY102,1600,0.95,86.88,1596.315
SY102,1625,0.881,83.083,1621.312
SY102,1650,0.817,82.693,1646.31
SY102,1675,0.751,84.695,1671.308
SY102,1700,0.702,86.705,1696.306
SY102,1725,0.661,88.627,1721.304
SY102,1750,0.542,89.65,1746.303
SY102,1775,0.393,90.891,1771.302
SY102,1800,0.34,88.256,1796.302
SY102,1825,0.385,84.113,1821.302
SY102,1850,0.41,81.106,1846.301
SY102,1875,0.384,73.894,1871.3
SY102,1900,0.381,77.235,1896.3
SY102,1925,0.439,89.138,1921.299
SY102,1950,0.576,94.425,1946.298
SY102,1975,0.677,91.792,1971.296
SY102,2000,0.596,90.751,1996.295
SY102,2025,0.501,98.139,2021.294
SY102,2050,0.446,99.376,2046.293
SY102,2075,0.361,114.788,2071.292
SY102,2100,0.341,138.694,2096.292
SY102,2125,0.336,133.546,2121.292
SY102,2150,0.303,125.002,2146.291
SY102,2175,0.228,135.016,2171.291
SY102,2200,0.133,211.108,2196.291
SY102,2225,0.139,306.249,2221.291
SY102,2250,0.126,319.379,2246.291
SY102,2275,0.045,174.109,2271.291
SY102,2300,0.122,30.791,2296.291
SY102,2325,0.013,203.127,2321.291
SY102,2350,0.155,323.453,2346.291
SY102,2375,0.157,295.296,2371.29
SY102,2400,0.15,305.984,2396.29
SY102,2425,0.142,307.113,2421.29
SY102,2450,0.152,303.29,2446.29
SY102,2475,0.138,273.008,2471.29
SY102,2500,0.217,191.528,2496.29
SY102,2525,0.416,164.102,2521.289
SY102,2550,0.752,151.164,2546.287
SY102,2575,1.134,138.318,2571.282
SY102,2600,1.23,129.659,2596.276
SY102,2625,1.091,125.981,2621.271
SY102,2650,0.904,127.034,2646.268
SY102,2675,0.808,128.387,2671.266
SY102,2700,0.823,127.57,2696.263
SY102,2725,0.856,120.493,2721.26
SY102,2750,0.753,107.409,2746.258
SY102,2775,0.539,109.689,2771.257
SY102,2800,0.479,134.185,2796.256
SY102,2825,0.572,140.584,2821.255
SY102,2850,0.744,125.753,2846.253
SY102,2875,0.8,114.826,2871.25
SY102,2900,0.703,115.798,2896.249
SY102,2925,0.676,128.978,2921.247
SY102,2950,0.839,144.048,2946.244
SY102,2975,1.031,138.849,2971.24
SY102,3000,0.983,124.701,2996.236
SY102,3025,0.687,119.805,3021.235
SY102,3050,0.425,154.034,3046.234
SY102,3075,0.503,186.062,3071.233
SY102,3100,0.481,168.694,3096.232
SY102,3125,0.313,146.742,3121.231
SY102,3150,0.218,173.117,3146.231
SY102,3175,0.291,190.405,3171.231
SY102,3200,0.396,157.37,3196.23
SY102,3225,0.435,138.106,3221.229
SY102,3250,0.348,119.179,3246.229
SY102,3275,0.259,132.155,3271.229
SY102,3300,0.27,172.748,3296.229
SY102,3325,0.24,183.24,3321.228
SY102,3350,0.245,172.652,3346.228
SY102,3375,0.298,160.865,3371.228
SY102,3400,0.324,161.286,3396.227
SY102,3425,0.36,162.305,3421.227
SY102,3450,0.436,156.147,3446.226
SY102,3475,0.518,144.294,3471.225
SY102,3500,0.598,130.797,3496.224
SY102,3525,0.648,116.3,3521.222
SY102,3550,0.672,111.307,3546.22
SY102,3575,0.689,121.546,3571.219
SY102,3600,0.791,121.731,3596.216
SY102,3625,0.931,113.33,3621.213
SY102,3650,1.209,117.906,3646.207
SY102,3675,1.755,124.838,3671.195
SY102,3700,2.097,132.349,3696.178
SY102,3725,2.544,139.004,3721.154
SY102,3750,3.191,138.422,3746.115
SY102,3775,3.595,135.331,3771.066
SY102,3800,3.891,134.405,3796.008
SY102,3825,4.167,134.283,3820.942
SY102,3850,4.212,132.494,3845.874
SY102,3875,3.884,131.545,3870.817
SY102,3900,3.466,128.905,3895.771
SY102,3925,3.093,126.364,3920.734
SY102,3950,2.745,123.016,3945.706
SY102,3975,2.338,119.281,3970.685
SY102,4000,2.083,117.535,3995.668
SY102,4025,2.113,117.62,4020.651
SY102,4050,2.018,120.595,4045.636
SY102,4075,1.825,117.122,4070.623
SY102,4100,1.715,109.648,4095.612
SY102,4125,1.575,103.447,4120.603
SY102,4150,1.404,89.518,4145.595
SY102,4175,1.294,76.176,4170.588
SY102,4200,1.126,71.836,4195.583
SY102,4225,0.978,65.652,4220.58
SY102,4250,0.913,56.708,4245.577
SY102,4275,0.875,51.662,4270.574
SY102,4300,0.971,54.511,4295.57
SY102,4325,1.062,57.136,4320.566
SY102,4350,0.761,61.255,4345.563
SY102,4375,0.6,97.73,4370.562
SY102,4400,0.932,121.664,4395.559
SY102,4425,1.036,120.985,4420.555
SY102,4450,0.984,93.928,4445.551
SY102,4475,2.713,50.581,4470.519
SY102,4500,6.488,39.907,4495.353
SY102,4525,10.055,34.376,4519.965
SY102,4550,13.517,30.241,4544.268
SY102,4575,17.375,32.491,4568.123
SY102,4600,19.594,33.921,4591.675
SY102,4625,20.416,33.256,4615.104
SY102,4650,22.46,30.706,4638.204
SY102,4675,24.844,28.552,4660.89
SY102,4700,26.365,27.655,4683.289
SY102,4725,27.255,25.127,4705.512
SY102,4750,27.677,23.138,4727.652
SY102,4775,28.052,22.76,4749.715
SY102,4800,27.665,22.584,4771.856
SY102,4825,25.521,23.689,4794.414
SY102,4850,23.53,25.425,4817.335
SY102,4875,23.411,26.453,4840.277
SY102,4900,24.232,26.733,4863.074
SY102,4925,24.066,25.458,4885.9
SY102,4950,23.118,25.91,4908.892
SY102,4975,23.311,27.586,4931.851
SY102,5000,24.035,26.796,4954.683
SY102,5025,24.372,25.528,4977.456
SY102,5050,24.365,24.929,5000.229
SY102,5075,24.22,24.52,5023.028
SY102,5100,24.143,24.06,5045.841
SY102,5125,24.283,23.49,5068.629
SY102,5150,24.522,23.023,5091.375
SY102,5175,24.816,22.863,5114.066
SY102,5184,0,90,5123.066
